,DESCRICAO_UE,SIGLA_UE,SIGLA_UF
56591,QUIXELO,98531,CE
56636,QUIXERAMOBIM,15296,CE
56694,QUIXERE,15318,CE
56739,REDENCAO,15334,CE
56832,RERIUTABA,15350,CE
56881,RUSSAS,15377,CE
57008,SABOEIRO,15393,CE
57053,SALITRE,15440,CE
57085,SANTA QUITERIA,15458,CE
57142,SANTANA DO ACARAU,15415,CE
57208,SANTANA DO CARIRI,15431,CE
57243,SAO BENEDITO,15474,CE
57308,SAO GONCALO DO AMARANTE,15490,CE
57403,SAO JOAO DO JAGUARIBE,15512,CE
57433,SAO LUIS DO CURU,15539,CE
57522,SENADOR CATUNDA,13447,CE
57559,SENADOR POMPEU,15555,CE
57611,SENADOR SA,15571,CE
57642,SOBRAL,15598,CE
57768,SOLONOPOLE,15610,CE
57815,TABULEIRO DO NORTE,15636,CE
57867,TAMBORIL,15652,CE
57899,TARRAFAS,13366,CE
57921,TAUA,15679,CE
57969,TEJUSSUOCA,13323,CE
58006,TIANGUA,15695,CE
58110,TRAIRI,15717,CE
58208,TURURU,13080,CE
58244,UBAJARA,15733,CE
58308,UMARI,15750,CE
58339,UMIRIM,98558,CE
58414,URUBURETAMA,15776,CE
58457,URUOCA,15792,CE
58480,VARJOTA,98574,CE
58531,VARZEA ALEGRE,15814,CE
58565,VICOSA DO CEARA,15830,CE
58602,AFONSO CLAUDIO,56014,ES
58699,AGUA DOCE DO NORTE,56022,ES
58769,AGUIA BRANCA,57991,ES
58822,ALEGRE,56030,ES
58910,ALFREDO CHAVES,56057,ES
58959,ALTO RIO NOVO,56065,ES
59008,ANCHIETA,56073,ES
59142,APIACA,56090,ES
59206,ARACRUZ,56111,ES
59365,ATILIO VIVACQUA,56138,ES
59459,BAIXO GUANDU,56154,ES
59646,BARRA DE SAO FRANCISCO,56170,ES
59731,BOA ESPERANCA,56197,ES
59810,BOM JESUS DO NORTE,56219,ES
59926,BREJETUBA,56146,ES
60006,CACHOEIRO DE ITAPEMIRIM,56235,ES
60229,CARIACICA,56251,ES
60534,CASTELO,56278,ES
60623,COLATINA,56294,ES
60773,CONCEICAO DA BARRA,56316,ES
60941,CONCEICAO DO CASTELO,56332,ES
61002,DIVINO DE SAO LOURENCO,56359,ES
61070,DOMINGOS MARTINS,56375,ES
61139,DORES DO RIO PRETO,56391,ES
61193,ECOPORANGA,56413,ES
61264,FUNDAO,56430,ES
61346,GOVERNADOR LINDENBERG,56308,ES
61399,GUACUI,56456,ES
61490,GUARAPARI,56472,ES
61689,IBATIBA,57096,ES
61770,IBIRACU,56499,ES
61862,IBITIRAMA,56502,ES
61911,ICONHA,56510,ES
61973,IRUPI,56049,ES
62028,ITAGUACU,56537,ES
62124,ITAPEMIRIM,56553,ES
62256,ITARANA,56570,ES
62339,IUNA,56596,ES
62432,JAGUARE,57134,ES
62530,JERONIMO MONTEIRO,56618,ES
62607,JOAO NEIVA,56626,ES
62694,LARANJA DA TERRA,57916,ES
62765,LINHARES,56634,ES
62960,MANTENOPOLIS,56650,ES
63037,MARATAIZES,56120,ES
63168,MARECHAL FLORIANO,56103,ES
63229,MARILANDIA,57070,ES
63298,MIMOSO DO SUL,56677,ES
63402,MONTANHA,56693,ES
63473,MUCURICI,56715,ES
63502,MUNIZ FREIRE,56731,ES
63577,MUQUI,56758,ES
63678,NOVA VENECIA,56774,ES
63782,PANCAS,56790,ES
63887,PEDRO CANARIO,57150,ES
64005,PINHEIROS,56812,ES
64095,PIUMA,56839,ES
64211,PONTO BELO,56200,ES
64247,PRESIDENTE KENNEDY,56855,ES
64331,RIO BANANAL,57118,ES
64396,RIO NOVO DO SUL,56871,ES
64463,SANTA LEOPOLDINA,56898,ES
64535,SANTA MARIA DO JETIBA,57932,ES
64596,SANTA TERESA,56910,ES
64681,SAO DOMINGOS,56006,ES
64741,SAO GABRIEL DA PALHA,56936,ES
64862,SAO JOSE DO CALCADO,56952,ES
64939,SAO MATEUS,56979,ES
65100,SAO ROQUE DO CANAA,56162,ES
65155,SERRA,56995,ES
65487,SOORETAMA,56189,ES
65592,VARGEM ALTA,57959,ES
65690,VENDA NOVA DO IMIGRANTE,57975,ES
65756,VIANA,57010,ES
65928,VILA PAVAO,56081,ES
65992,VILA VALERIO,56227,ES
66082,VILA VELHA,57037,ES
66369,VITORIA,57053,ES
66618,ABADIA DE GOIAS,93360,GO
66675,ABADIANIA,92010,GO
66734,ACREUNA,96458,GO
66792,ADELANDIA,96911,GO
66829,AGUA FRIA DE GOIAS,96938,GO
66881,AGUA LIMPA,92037,GO
66912,AGUAS LINDAS,93343,GO
67208,ALEXANIA,92053,GO
67285,ALOANDIA,92096,GO
67313,ALTO HORIZONTE,92940,GO
67353,ALTO PARAISO,92118,GO
67410,ALVORADA DO NORTE,92150,GO
67453,AMARALINA,93386,GO
67494,AMERICANO DO BRASIL,96610,GO
67538,AMORINOPOLIS,92177,GO
67568,ANAPOLIS,92215,GO
67884,ANHANGUERA,92231,GO
67916,ANICUNS,92258,GO
67987,APARECIDA DE GOIANIA,92274,GO
68341,APARECIDA DO RIO DOCE,93009,GO
68381,APORE,92290,GO
68436,ARACU,92312,GO
68483,ARAGARCAS,92339,GO
68583,ARAGOIANIA,92355,GO
68645,ARAGUAPAZ,96695,GO
68703,ARENOPOLIS,96717,GO
68738,ARUANA,92495,GO
68832,AURILANDIA,92517,GO
68872,AVELINOPOLIS,92550,GO
68925,BALIZA,92614,GO
68972,BARRO ALTO,92630,GO
69037,BELA VISTA DE GOIAS,92657,GO
69169,BOM JARDIM DE GOIAS,92673,GO
69221,BOM JESUS,92690,GO
69294,BONFINOPOLIS,92029,GO
69359,BONOPOLIS,93408,GO
69397,BRAZABRANTES,92711,GO
69434,BRITANIA,92754,GO
69490,BURITI ALEGRE,92770,GO
69544,BURITI DE GOIAS,93106,GO
69589,BURITINOPOLIS,93262,GO
69623,CABECEIRAS,92797,GO
69682,CACHOEIRA ALTA,92819,GO
69728,CACHOEIRA DE GOIAS,92835,GO
69765,CACHOEIRA DOURADA,96733,GO
69828,CACU,92851,GO
69890,CAIAPONIA,92878,GO
69968,CALDAS NOVAS,92894,GO
70132,CALDAZINHA,93122,GO
70186,CAMPESTRE DE GOIAS,92916,GO
70253,CAMPINACU,96873,GO
70307,CAMPINORTE,92932,GO
70370,CAMPO ALEGRE DE GOIAS,92959,GO
70415,CAMPO LIMPO DE GOIAS,93580,GO
70487,CAMPOS BELOS,92975,GO
70557,CAMPOS VERDES,92061,GO
70629,CARMO DO RIO VERDE,92991,GO
70692,CASTELANDIA,92967,GO
70739,CATALAO,93017,GO
70861,CATURAI,93033,GO
70902,CAVALCANTE,93050,GO
70966,CERES,93076,GO
71051,CEZARINA,92100,GO
71119,CHAPADAO DO CEU,92924,GO
71161,CIDADE OCIDENTAL,93025,GO
71282,COCALZINHO DE GOIAS,92886,GO
71368,COLINAS DO SUL,92126,GO
71423,CORREGO DO OURO,93157,GO
71449,CORUMBA DE GOIAS,93173,GO
71514,CORUMBAIBA,93190,GO
71556,CRISTALINA,93254,GO
71668,CRISTIANOPOLIS,93270,GO
71718,CRIXAS,93297,GO
71793,CROMINIA,93319,GO
71846,CUMARI,93335,GO
71888,DAMIANOPOLIS,93351,GO
71916,DAMOLANDIA,93378,GO
71949,DAVINOPOLIS,93394,GO
71978,DIORAMA,93432,GO
72001,DIVINOPOLIS DE GOIAS,93092,GO
72040,DOVERLANDIA,96750,GO
72086,EDEALINA,92207,GO
72129,EDEIA,93491,GO
72169,ESTRELA DO NORTE,93513,GO
72199,FAINA,92223,GO
72270,FAZENDA NOVA,93530,GO
72305,FIRMINOPOLIS,93572,GO
72373,FLORES DE GOIAS,93599,GO
72441,FORMOSA,93610,GO
72571,FORMOSO,93637,GO
72623,GAMELEIRA DE GOIAS,93564,GO
72682,GOIANAPOLIS,93670,GO
72796,GOIANDIRA,93696,GO
72837,GOIANESIA,93718,GO
72913,GOIANIA,93734,GO
73610,GOIANIRA,93750,GO
73744,GOIAS,93777,GO
73895,GOIATUBA,93793,GO
73987,GOUVELANDIA,92266,GO
74014,GUAPO,93815,GO
74073,GUARAITA,93149,GO
74121,GUARANI DE GOIAS,93831,GO
74162,GUARINOS,92860,GO
74200,HEITORAI,93874,GO
74239,HIDROLANDIA,93890,GO
74359,HIDROLINA,93912,GO
74392,IACIARA,93939,GO
74466,INACIOLANDIA,93165,GO
74531,INDIARA,96814,GO
74579,INHUMAS,93955,GO
74682,IPAMERI,93971,GO
74773,IPIRANGA DE GOIAS,93548,GO
74814,IPORA,93998,GO
74882,ISRAELANDIA,94013,GO
74921,ITABERAI,94030,GO
75013,ITAGUARI,92282,GO
75056,ITAGUARU,94072,GO
75096,ITAJA,94110,GO
75146,ITAPACI,94137,GO
75256,ITAPIRAPUA,94153,GO
75326,ITAPURANGA,94196,GO
75424,ITARUMA,94218,GO
75459,ITAUCU,94234,GO
75516,ITUMBIARA,94250,GO
75656,IVOLANDIA,94277,GO
75713,JANDAIA,94293,GO
75764,JARAGUA,94315,GO
75850,JATAI,94331,GO
75956,JAUPACI,94358,GO
75994,JESUPOLIS,92983,GO
76037,JOVIANIA,94374,GO
76083,JUSSARA,94390,GO
76164,LAGOA SANTA,93602,GO
76195,LEOPOLDO DE BULHOES,94439,GO
76246,LUZIANIA,94455,GO
76455,MAIRIPOTABA,94471,GO
76491,MAMBAI,94498,GO
76527,MARA ROSA,94510,GO
76575,MARZAGAO,94536,GO
76607,MATRINCHA,92320,GO
76667,MAURILANDIA,94579,GO
76732,MIMOSO DE GOIAS,92347,GO
76765,MINACU,96474,GO
76898,MINEIROS,94595,GO
76992,MOIPORA,94650,GO
77023,MONTE ALEGRE DE GOIAS,94676,GO
77083,MONTES CLAROS DE GOIAS,94714,GO
77125,MONTIVIDIU,92363,GO
77201,MONTIVIDIU DO NORTE,93181,GO
77240,MORRINHOS,94730,GO
77355,MORRO AGUDO DE GOIAS,92169,GO
77383,MOSSAMEDES,94757,GO
77432,MOZARLANDIA,94773,GO
77502,MUNDO NOVO DE GOIAS,96512,GO
77551,MUTUNOPOLIS,94790,GO
77597,NAZARIO,94854,GO
77670,NEROPOLIS,94870,GO
77782,NIQUELANDIA,94897,GO
77871,NOVA AMERICA,94919,GO
77910,NOVA AURORA,94935,GO
77940,NOVA CRIXAS,96539,GO
78013,NOVA GLORIA,96555,GO
78075,NOVA IGUACU DE GOIAS,93084,GO
78124,NOVA ROMA,94951,GO
78150,NOVA VENEZA,94978,GO
78225,NOVO BRASIL,95010,GO
78270,NOVO GAMA,93327,GO
78444,NOVO PLANALTO,92444,GO
78488,ORIZONA,95036,GO
78547,OURO VERDE DE GOIAS,95052,GO
78589,OUVIDOR,95079,GO
78628,PADRE BERNARDO,95095,GO
78722,PALESTINA DE GOIAS,92460,GO
78762,PALMEIRAS DE GOIAS,95117,GO
78853,PALMELO,95133,GO
78917,PALMINOPOLIS,95150,GO
78955,PANAMA,95176,GO
78994,PARANAIGUARA,94552,GO
79066,PARAUNA,95230,GO
79122,PEROLANDIA,93068,GO
79180,PETROLINA DE GOIAS,95311,GO
79237,PILAR DE GOIAS,95354,GO
79284,PIRACANJUBA,95397,GO
79368,PIRANHAS,95419,GO
79438,PIRENOPOLIS,95435,GO
79511,PIRES DO RIO,95451,GO
79607,PLANALTINA,95958,GO
79778,PONTALINA,95494,GO
79848,PORANGATU,95559,GO
79938,PORTEIRAO,93424,GO
79995,PORTELANDIA,95575,GO
80026,POSSE,95613,GO
80107,PROFESSOR JAMIL,93041,GO
80168,QUIRINOPOLIS,95630,GO
80245,RIALMA,95656,GO
80308,RIANAPOLIS,95672,GO
80346,RIO QUENTE,92827,GO
80397,RIO VERDE,95710,GO
80570,RUBIATABA,95737,GO
80625,SANCLERLANDIA,95753,GO
80680,SANTA BARBARA DE GOIAS,95770,GO
80733,SANTA CRUZ DE GOIAS,95796,GO
80772,SANTA FE DE GOIAS,92568,GO
80835,SANTA HELENA DE GOIAS,95818,GO
80947,SANTA ISABEL,96890,GO
80978,SANTA RITA DO ARAGUAIA,95834,GO
81038,SANTA RITA DO NOVO DESTINO,93440,GO
81089,SANTA ROSA DE GOIAS,95850,GO
81133,SANTA TEREZA DE GOIAS,95877,GO
81166,SANTA TEREZINHA DE GOIAS,95893,GO
81239,SANTO ANTONIO DA BARRA,93203,GO
81296,SANTO ANTONIO DE GOIAS,92908,GO
81339,SANTO ANTONIO DO DESCOBERTO,96776,GO
81481,SAO DOMINGOS,95915,GO
81524,SAO FRANCISCO DE GOIAS,95931,GO
81594,SAO JOAO D ALIANCA,95974,GO
81663,SAO JOAO DA PARAUNA,92622,GO
81694,SAO LUIS DE MONTES BELOS,95990,GO
81751,SAO LUIZ DO NORTE,92649,GO
81785,SAO MIGUEL DO ARAGUAIA,96016,GO
81870,SAO MIGUEL DO PASSA QUATRO,92665,GO
81913,SAO PATRICIO,93483,GO
81952,SAO SIMAO,96059,GO
82029,SENADOR CANEDO,92703,GO
82223,SERRANOPOLIS,96075,GO
82266,SILVANIA,96091,GO
82355,SIMOLANDIA,92720,GO
82406,SITIO D ABADIA,96113,GO
82447,TAQUARAL DE GOIAS,96172,GO
82497,TERESINA DE GOIAS,92762,GO
82552,TEREZOPOLIS DE GOIAS,93220,GO
82641,TRES RANCHOS,96237,GO
82694,TRINDADE,96253,GO
82876,TROMBAS,92789,GO
82927,TURVANIA,96318,GO
82986,TURVELANDIA,92800,GO
83024,UIRAPURU,93246,GO
83066,URUACU,96334,GO
83165,URUANA,96350,GO
83220,URUTAI,96377,GO
83260,VALPARAISO,93300,GO
83511,VARJAO,96393,GO
83553,VIANOPOLIS,96415,GO
83635,VICENTINOPOLIS,96571,GO
83669,VILA BOA,93289,GO
83724,VILA PROPICIO,93505,GO
83784,ACAILANDIA,9610,MA
83932,AFONSO CUNHA,7013,MA
83974,AGUA DOCE,7005,MA
84057,ALCANTARA,7030,MA
84197,ALDEIAS ALTAS,7056,MA
84253,ALTAMIRA DO MARANHAO,7072,MA
84283,ALTO ALEGRE DO MARANHAO,7021,MA
84376,ALTO ALEGRE DO PINDARE,7048,MA
84447,ALTO PARNAIBA,7099,MA
84513,AMAPA DO MARANHAO,7080,MA
84582,AMARANTE DO MARANHAO,7110,MA
84634,ANAJATUBA,7137,MA
84704,ANAPURUS,7153,MA
84740,APICUM ACU,7064,MA
84814,ARAGUANA,7102,MA
84895,ARAIOSES,7170,MA
85006,ARAME,9679,MA
85053,ARARI,7196,MA
85129,AXIXA,7218,MA
85214,BACABAL,7234,MA
85380,BACABEIRA,7129,MA
85481,BACURI,7250,MA
85545,BACURITUBA,7145,MA
85618,BALSAS,7277,MA
85691,BARAO DE GRAJAU,7293,MA
85742,BARRA DO CORDA,7315,MA
85848,BARREIRINHAS,7331,MA
85948,BELA VISTA,7188,MA
85988,BELAGUA,7161,MA
86047,BENEDITO LEITE,7358,MA
86084,BEQUIMAO,7374,MA
86165,BERNARDO DO MEARIM,7200,MA
86198,BOA VISTA DO GURUPI,7323,MA
86263,BOM JARDIM,9555,MA
86330,BOM JESUS DAS SELVAS,7269,MA
86434,BOM LUGAR,7285,MA
86506,BREJO,7390,MA
86573,BREJO DE AREIA,7307,MA
86601,BURITI,7412,MA
86683,BURITI BRAVO,7439,MA
86715,BURITICUPU,7340,MA
86828,BURITIRANA,7366,MA
86873,CACHOEIRA GRANDE,7226,MA
86953,CAJAPIO,7455,MA
87016,CAJARI,7471,MA
87084,CAMPESTRE DO MARANHAO,7382,MA
87165,CANDIDO MENDES,7498,MA
87266,CANTANHEDE,7510,MA
87374,CAPINZAL DO NORTE,7404,MA
87409,CAROLINA,7536,MA
87467,CARUTAPERA,7552,MA
87530,CAXIAS,7579,MA
87652,CEDRAL,7595,MA
87731,CENTRAL DO MARANHAO,7420,MA
87801,CENTRO DO GUILHERME,7447,MA
87855,CENTRO NOVO DO MARANHAO,7463,MA
87898,CHAPADINHA,7617,MA
88002,CIDELANDIA,7480,MA
88047,CODO,7633,MA
88152,COELHO NETO,7650,MA
88278,COLINAS,7676,MA
88317,CONCEICAO DO LAGO ACU,7501,MA
88388,COROATA,7692,MA
88491,CURURUPU,7714,MA
88581,DAVINOPOLIS,7242,MA
88715,DOM PEDRO,7730,MA
88746,DUQUE BACELAR,7757,MA
88801,ESPERANTINOPOLIS,7773,MA
88843,ESTREITO,9636,MA
88938,FEIRA NOVA DO MARANHAO,7528,MA
88989,FERNANDO FALCAO,7544,MA
89042,FORMOSA DA SERRA NEGRA,7560,MA
89078,FORTALEZA DOS NOGUEIRAS,7790,MA
89114,FORTUNA,7811,MA
89153,GODOFREDO VIANA,7838,MA
89224,GONCALVES DIAS,7854,MA
89271,GOVERNADOR ARCHER,7870,MA
89292,GOVERNADOR EDSON LOBAO,7609,MA
89387,GOVERNADOR EUGENIO BARROS,7897,MA
89445,GOVERNADOR LUIZ ROCHA,7625,MA
89479,GOVERNADOR NEWTON BELLO,7641,MA
89527,GOVERNADOR NUNES FREIRE,7668,MA
89629,GRACA ARANHA,7919,MA
89658,GRAJAU,7935,MA
89770,GUIMARAES,7951,MA
89824,HUMBERTO DE CAMPOS,7978,MA
89949,ICATU,7994,MA
90073,IGARAPE DO MEIO,7684,MA
90136,IGARAPE GRANDE,8010,MA
90197,IMPERATRIZ,8036,MA
90432,ITAIPAVA DO GRAJAU,7706,MA
90482,ITAPECURU MIRIM,8079,MA
90573,ITINGA DO MARANHAO,7722,MA
90672,JATOBA,7749,MA
90707,JENIPAPO DOS VIEIRAS,7765,MA
90741,JOAO LISBOA,8095,MA
90818,JOSELANDIA,8117,MA
90851,JUNCO DO MARANHAO,7781,MA
90894,LAGO DA PEDRA,8133,MA
90928,LAGO DO JUNCO,8150,MA
90960,LAGO DOS RODRIGUES,7803,MA
91003,LAGO VERDE,8176,MA
91059,LAGOA DO MATO,7820,MA
91092,LAGOA GRANDE DO MARANHAO,7846,MA
91133,LAJEADO NOVO,7862,MA
91161,LIMA CAMPOS,8192,MA
91196,LORETO,8214,MA
91230,LUIS DOMINGUES DO MARANHAO,8230,MA
91272,MAGALHAES DE ALMEIDA,8257,MA
91313,MARACACUME,7889,MA
91441,MARAJA DO SENA,7900,MA
91481,MARANHAOZINHO,7927,MA
91566,MATA ROMA,8273,MA
91604,MATINHA,8290,MA
91678,MATOES,8311,MA
91767,MATOES DO NORTE,7943,MA
91875,MILAGRES DO MARANHAO,7960,MA
91917,MIRADOR,8338,MA
91952,MIRANDA DO NORTE,9695,MA
92030,MIRINZAL,8354,MA
92124,MONCAO,8370,MA
92204,MONTES ALTOS,8397,MA
92267,MORROS,8419,MA
92371,NINA RODRIGUES,8435,MA
92416,NOVA COLINAS,7986,MA
92443,NOVA IORQUE,8451,MA
92472,NOVA OLINDA DO MARANHAO,8001,MA
92523,OLHO D AGUA DAS CUNHAS,8478,MA
92580,OLINDA NOVA DO MARANHAO,8028,MA
92663,PACO DO LUMIAR,8494,MA
92855,PALMEIRANDIA,8516,MA
92945,PARAIBANO,8532,MA
92983,PARNARAMA,8559,MA
93063,PASSAGEM FRANCA,8575,MA
93120,PASTOS BONS,8591,MA
93154,PAULINO NEVES,8044,MA
93222,PAULO RAMOS,9598,MA
93274,PEDREIRAS,8613,MA
93365,PEDRO DO ROSARIO,8060,MA
93446,PENALVA,8630,MA
93511,PERI MIRIM,8656,MA
93620,PERITORO,8087,MA
93757,PINDARE MIRIM,8672,MA
93836,PINHEIRO,8699,MA
93961,PIO XII,8710,MA
94003,PIRAPEMAS,8737,MA
94081,POCAO DE PEDRAS,8753,MA
94139,PORTO FRANCO,8770,MA
94206,PORTO RICO DO MARANHAO,8109,MA
94272,PRESIDENTE DUTRA,8796,MA
94332,PRESIDENTE JUSCELINO,8818,MA
94376,PRESIDENTE MEDICI,8125,MA
94468,PRESIDENTE SARNEY,8141,MA
94574,PRESIDENTE VARGAS,8834,MA
94665,PRIMEIRA CRUZ,8850,MA
94741,RAPOSA,8168,MA
94859,RIACHAO,8877,MA
94938,RIBAMAR FIQUENE,8184,MA
94990,ROSARIO,8915,MA
95094,SAMBAIBA,8931,MA
95130,SANTA FILOMENA DO MARANHAO,8206,MA
95171,SANTA HELENA,8958,MA
95259,SANTA INES,9571,MA
95358,SANTA LUZIA,8974,MA
95461,SANTA LUZIA DO PARUA,9652,MA
95534,SANTA QUITERIA DO MARANHAO,8990,MA
95584,SANTA RITA,9016,MA
95653,SANTANA DO MARANHAO,8222,MA
95703,SANTO AMARO DO MARANHAO,8249,MA
95760,SANTO ANTONIO DOS LOPES,9032,MA
95789,SAO BENEDITO DO RIO PRETO,9059,MA
95858,SAO BENTO,9075,MA
95973,SAO BERNARDO,9091,MA
96039,SAO DOMINGOS DO AZEITAO,8265,MA
96070,SAO DOMINGOS DO MARANHAO,9113,MA
96111,SAO FELIX DE BALSAS,9130,MA
96133,SAO FRANCISCO DO BREJAO,8281,MA
96189,SAO FRANCISCO DO MARANHAO,9156,MA
96233,SAO JOAO BATISTA,9172,MA
96326,SAO JOAO DO CARU,8303,MA
96387,SAO JOAO DO PARAISO,8320,MA
96436,SAO JOAO DO SOTER,8346,MA
96516,SAO JOAO DOS PATOS,9199,MA
96551,SAO JOSE DE RIBAMAR,8893,MA
96723,SAO JOSE DOS BASILIOS,8362,MA
96756,SAO LUIS,9210,MA
97177,SAO LUIS GONZAGA DO MARANHAO,8052,MA
97278,SAO MATEUS DO MARANHAO,9237,MA
97396,SAO PEDRO DA AGUA BRANCA,8389,MA
97466,SAO PEDRO DOS CRENTES,8400,MA
97491,SAO RAIMUNDO DA DOCA BEZERRA,8427,MA
97521,SAO RAIMUNDO DAS MANGABEIRAS,9253,MA
97557,SAO ROBERTO,8443,MA
97584,SAO VICENTE FERRER,9270,MA
97689,SATUBINHA,8460,MA
97724,SENADOR ALEXANDRE COSTA,8486,MA
97780,SENADOR LA ROQUE,8508,MA
97874,SERRANO DO MARANHAO,8524,MA
97938,SITIO NOVO,9296,MA
97991,SUCUPIRA DO NORTE,9318,MA
98020,SUCUPIRA DO RIACHAO,8540,MA
98057,TASSO FRAGOSO,9334,MA
98102,TIMBIRAS,9350,MA
98183,TIMON,9377,MA
98368,TRIZIDELA DO VALE,8567,MA
98428,TUFILANDIA,8583,MA
98511,TUNTUM,9393,MA
98565,TURIACU,9415,MA
98696,TURILANDIA,8605,MA
98832,TUTOIA,9431,MA
98914,URBANO SANTOS,9458,MA
98987,VARGEM GRANDE,9474,MA
99070,VIANA,9490,MA
99149,VILA NOVA DOS MARTIRIOS,8621,MA
99195,VITORIA DO MEARIM,9512,MA
99280,VITORINO FREIRE,9539,MA
99322,ZE DOCA,9717,MA
99426,ABADIA DOS DOURADOS,40010,MG
99454,ABAETE,40037,MG
99535,ABRE CAMPO,40053,MG
99611,ACAIACA,40070,MG
99674,ACUCENA,40096,MG
99734,AGUA BOA,40118,MG
99807,AGUA COMPRIDA,40134,MG
99834,AGUANIL,40150,MG
99883,AGUAS FORMOSAS,40177,MG
99969,AGUAS VERMELHAS,40193,MG
100024,AIMORES,40215,MG
100109,AIURUOCA,40231,MG
100138,ALAGOA,40258,MG
100165,ALBERTINA,40274,MG
100207,ALEM PARAIBA,40290,MG
100353,ALFENAS,40312,MG
100547,ALFREDO VASCONCELOS,40002,MG
100619,ALMENARA,40339,MG
100721,ALPERCATA,40355,MG
100775,ALPINOPOLIS,40371,MG
100849,ALTEROSA,40398,MG
100927,ALTO CAPARAO,41661,MG
100985,ALTO JEQUITIBA,50695,MG
101044,ALTO RIO DOCE,40410,MG
101105,ALVARENGA,40436,MG
101136,ALVINOPOLIS,40452,MG
101216,ALVORADA DE MINAS,40479,MG
101289,AMPARO DO SERRA,40495,MG
101362,ANDRADAS,40517,MG
101430,ANDRELANDIA,40550,MG
101492,ANGELANDIA,41688,MG
101537,ANTONIO CARLOS,40576,MG
101616,ANTONIO DIAS,40592,MG
101703,ANTONIO PRADO DE MINAS,40614,MG
101729,ARACAI,40630,MG
101781,ARACITABA,40657,MG
101822,ARACUAI,40673,MG
101909,ARAGUARI,40690,MG
102078,ARANTINA,40711,MG
102142,ARAPONGA,40738,MG
102206,ARAPORA,40029,MG
102286,ARAPUA,40754,MG
102314,ARAUJOS,40770,MG
102367,ARAXA,40797,MG
102503,ARCEBURGO,40819,MG
102555,ARCOS,40835,MG
102671,AREADO,40851,MG
102764,ARGIRITA,40878,MG
102813,ARICANDUVA,41700,MG
102841,ARINOS,40894,MG
102921,ASTOLFO DUTRA,40916,MG
103009,ATALEIA,40932,MG
103072,AUGUSTO DE LIMA,40959,MG
103121,BAEPENDI,40975,MG
103212,BALDIM,40991,MG
103288,BAMBUI,41017,MG
103389,BANDEIRA,41033,MG
103426,BANDEIRA DO SUL,41050,MG
103476,BARAO DE COCAIS,41076,MG
103580,BARAO DE MONTE ALTO,41092,MG
103612,BARBACENA,41114,MG
103796,BARRA LONGA,41130,MG
103849,BARROSO,41173,MG
103958,BELA VISTA DE MINAS,41190,MG
104074,BELMIRO BRAGA,41211,MG
104120,BELO HORIZONTE,41238,MG
105245,BELO ORIENTE,41254,MG
105359,BELO VALE,41270,MG
105435,BERILO,41297,MG
105515,BERIZAL,41726,MG
105565,BERTOPOLIS,41319,MG
105617,BETIM,41335,MG
105929,BIAS FORTES,41351,MG
105969,BICAS,41378,MG
106133,BIQUINHAS,41394,MG
106168,BOA ESPERANCA,41416,MG
106296,BOCAINA DE MINAS,41432,MG
106332,BOCAIUVA,41459,MG
106448,BOM DESPACHO,41475,MG
106573,BOM JARDIM DE MINAS,41491,MG
106641,BOM JESUS DA PENHA,41513,MG
106678,BOM JESUS DO AMPARO,41530,MG
106728,BOM JESUS DO GALHO,41556,MG
106801,BOM REPOUSO,41572,MG
106851,BOM SUCESSO,41599,MG
106924,BONFIM,41610,MG
106972,BONFINOPOLIS DE MINAS,41637,MG
107011,BONITO DE MINAS,41742,MG
107056,BORDA DA MATA,41653,MG
107119,BOTELHOS,41670,MG
107208,BOTUMIRIM,41696,MG
107267,BRAS PIRES,41734,MG
107297,BRASILANDIA DE MINAS,40045,MG
107356,BRASILIA DE MINAS,41718,MG
107443,BRAUNAS,41750,MG
107493,BRAZOPOLIS,41777,MG
107607,BRUMADINHO,41793,MG
107720,BUENO BRANDAO,41815,MG
107785,BUENOPOLIS,41831,MG
107889,BUGRE,41769,MG
107925,BURITIS,41858,MG
107973,BURITIZEIRO,41874,MG
108086,CABECEIRA GRANDE,41785,MG
108131,CABO VERDE,41890,MG
108177,CACHOEIRA DA PRATA,41912,MG
108252,CACHOEIRA DE MINAS,41939,MG
108334,CACHOEIRA DE PAJEU,40533,MG
108391,CACHOEIRA DOURADA,41955,MG
108425,CAETANOPOLIS,41971,MG
108499,CAETE,41998,MG
108604,CAIANA,42013,MG
108669,CAJURI,42030,MG
108705,CALDAS,42056,MG
108756,CAMACHO,42072,MG
108825,CAMANDUCAIA,42099,MG
108923,CAMBUI,42110,MG
109016,CAMBUQUIRA,42137,MG
109122,CAMPANARIO,42153,MG
109162,CAMPANHA,42170,MG
109290,CAMPESTRE,42196,MG
109352,CAMPINA VERDE,42218,MG
109424,CAMPO AZUL,41807,MG
109457,CAMPO BELO,42234,MG
109606,CAMPO DO MEIO,42250,MG
109759,CAMPO FLORIDO,42277,MG
109809,CAMPOS ALTOS,42293,MG
109874,CAMPOS GERAIS,42315,MG
109972,CANA VERDE,42374,MG
110060,CANAA,42331,MG
110101,CANAPOLIS,42358,MG
110167,CANDEIAS,42390,MG
110272,CANTAGALO,41823,MG
110330,CAPARAO,42412,MG
110376,CAPELA NOVA,42439,MG
110414,CAPELINHA,42455,MG
110484,CAPETINGA,42471,MG
110542,CAPIM BRANCO,42498,MG
110622,CAPINOPOLIS,42510,MG
