,DESCRICAO_UE,SIGLA_UE,SIGLA_UF
285898,CACHOEIRINHA,85618,RS
286116,CACIQUE DOBLE,85634,RS
286145,CAIBATE,85650,RS
286169,CAICARA,85677,RS
286222,CAMAQUA,85693,RS
286347,CAMARGO,85960,RS
286361,CAMBARA DO SUL,85715,RS
286394,CAMPESTRE DA SERRA,86460,RS
286420,CAMPINA DAS MISSOES,85731,RS
286435,CAMPINAS DO SUL,85758,RS
286457,CAMPO BOM,85774,RS
286601,CAMPO NOVO,85790,RS
286642,CAMPOS BORGES,85200,RS
286673,CANDELARIA,85812,RS
286746,CANDIDO GODOI,85839,RS
286770,CANDIOTA,86487,RS
286834,CANELA,85855,RS
286928,CANGUCU,85871,RS
287005,CANOAS,85898,RS
287262,CANUDOS DO VALE,89109,RS
287301,CAPAO BONITO DO SUL,89125,RS
287353,CAPAO DA CANOA,89150,RS
287450,CAPAO DO CIPO,89141,RS
287492,CAPAO DO LEAO,89737,RS
287547,CAPELA DE SANTANA,84891,RS
287642,CAPITAO,86509,RS
287663,CAPIVARI DO SUL,88200,RS
287689,CARAA,88340,RS
287722,CARAZINHO,85910,RS
287833,CARLOS BARBOSA,85936,RS
287902,CARLOS GOMES,86525,RS
287926,CASCA,85952,RS
287971,CASEIROS,85880,RS
287995,CATUIPE,85979,RS
288036,CAXIAS DO SUL,85995,RS
288283,CENTENARIO,86541,RS
288315,CERRITO,88641,RS
288367,CERRO BRANCO,86088,RS
288406,CERRO GRANDE,85227,RS
288432,CERRO GRANDE DO SUL,85944,RS
288500,CERRO LARGO,86010,RS
288548,CHAPADA,86037,RS
288579,CHARQUEADAS,86932,RS
288689,CHARRUA,86568,RS
288716,CHIAPETA,86053,RS
288739,CHUI,88846,RS
288800,CHUVISCA,88269,RS
288840,CIDREIRA,85804,RS
288929,CIRIACO,86070,RS
288966,COLINAS,86584,RS
288991,COLORADO,86096,RS
289007,CONDOR,86118,RS
289047,CONSTANTINA,86134,RS
289082,COQUEIRO BAIXO,89168,RS
289106,COQUEIROS DO SUL,86606,RS
289139,CORONEL BARROS,86622,RS
289170,CORONEL BICACO,86150,RS
289204,CORONEL PILAR,89184,RS
289238,COTIPORA,89770,RS
289271,COXILHA,86649,RS
289305,CRISSIUMAL,86177,RS
289339,CRISTAL,85464,RS
289401,CRISTAL DO SUL,88528,RS
289428,CRUZ ALTA,86193,RS
289563,CRUZALTENSE,89206,RS
289585,CRUZEIRO DO SUL,86215,RS
289644,DAVID CANABARRO,86231,RS
289673,DERRUBADAS,86665,RS
289697,DEZESSEIS DE NOVEMBRO,85049,RS
289722,DILERMANDO DE AGUIAR,88188,RS
289762,DOIS IRMAOS,86258,RS
289817,DOIS IRMAOS DAS MISSOES,86681,RS
289846,DOIS LAJEADOS,84824,RS
289887,DOM FELICIANO,86274,RS
289927,DOM PEDRITO,86290,RS
290024,DOM PEDRO DE ALCANTARA,88463,RS
290068,DONA FRANCISCA,86312,RS
290096,DOUTOR MAURICIO CARDOSO,84883,RS
290132,DOUTOR RICARDO,88307,RS
290146,ELDORADO DO SUL,86240,RS
290263,ENCANTADO,86339,RS
290320,ENCRUZILHADA DO SUL,86355,RS
290399,ENGENHO VELHO,86703,RS
290427,ENTRE IJUIS,85103,RS
290477,ENTRE RIOS DO SUL,85928,RS
290503,EREBANGO,85081,RS
290525,ERECHIM,86371,RS
290624,ERNESTINA,85022,RS
290656,ERVAL GRANDE,86410,RS
290673,ERVAL SECO,86436,RS
290721,ESMERALDA,86452,RS
290749,ESPERANCA DO SUL,88285,RS
290778,ESPUMOSO,86479,RS
290812,ESTACAO,85286,RS
290840,ESTANCIA VELHA,86495,RS
290929,ESTEIO,86517,RS
291087,ESTRELA,86533,RS
291186,ESTRELA VELHA,88404,RS
291215,EUGENIO DE CASTRO,85448,RS
291247,FAGUNDES VARELA,84930,RS
291270,FARROUPILHA,86550,RS
291343,FAXINAL DO SOTURNO,86576,RS
291378,FAXINALZINHO,86029,RS
291399,FAZENDA VILANOVA,88366,RS
291432,FELIZ,86592,RS
291481,FLORES DA CUNHA,86614,RS
291541,FLORIANO PEIXOTO,88242,RS
291571,FONTOURA XAVIER,86630,RS
291597,FORMIGUEIRO,86657,RS
291625,FORQUETINHA,89222,RS
291660,FORTALEZA DOS VALOS,98272,RS
291679,FREDERICO WESTPHALEN,86673,RS
291728,GARIBALDI,86690,RS
291786,GARRUCHOS,86720,RS
291814,GAURAMA,86711,RS
291853,GENERAL CAMARA,86738,RS
291943,GENTIL,86746,RS
291970,GETULIO VARGAS,86770,RS
292024,GIRUA,86797,RS
292078,GLORINHA,85502,RS
292120,GRAMADO,86819,RS
292180,GRAMADO DOS LOUREIROS,86762,RS
292212,GRAMADO XAVIER,86789,RS
292273,GRAVATAI,86835,RS
292491,GUABIJU,84867,RS
292510,GUAIBA,86851,RS
292700,GUAPORE,86878,RS
292768,GUARANI DAS MISSOES,86894,RS
292817,HARMONIA,85189,RS
292847,HERVAL,86398,RS
292899,HERVEIRAS,88323,RS
292937,HORIZONTINA,86916,RS
293013,HULHA NEGRA,86800,RS
293058,HUMAITA,86959,RS
293083,IBARAMA,84972,RS
293120,IBIACA,86975,RS
293138,IBIRAIARAS,86991,RS
293164,IBIRAPUITA,84964,RS
293199,IBIRUBA,87017,RS
293235,IGREJINHA,87033,RS
293316,IJUI,87050,RS
293409,ILOPOLIS,87076,RS
293438,IMBE,85685,RS
293512,IMIGRANTE,85782,RS
293538,INDEPENDENCIA,87092,RS
293565,INHACORA,86827,RS
293592,IPE,84999,RS
293619,IPIRANGA DO SUL,85243,RS
293632,IRAI,87114,RS
293679,ITAARA,88382,RS
293752,ITACURUBI,85901,RS
293795,ITAPUCA,86843,RS
293827,ITAQUI,87130,RS
293900,ITATI,89249,RS
293927,ITATIBA DO SUL,87157,RS
293957,IVORA,85626,RS
293984,IVOTI,87173,RS
294034,JABOTICABA,84786,RS
294065,JACUIZINHO,89265,RS
294107,JACUTINGA,87190,RS
294140,JAGUARAO,87211,RS
294232,JAGUARI,87238,RS
294270,JAQUIRANA,84905,RS
294306,JARI,88587,RS
294335,JOIA,98299,RS
294365,JULIO DE CASTILHOS,87254,RS
294423,LAGOA BONITA DO SUL,89281,RS
294463,LAGOA DOS TRES CANTOS,86886,RS
294490,LAGOA VERMELHA,87270,RS
294557,LAGOAO,85260,RS
294584,LAJEADO,87297,RS
294683,LAJEADO DO BUGRE,86860,RS
294708,LAVRAS DO SUL,87319,RS
294771,LIBERATO SALZANO,87335,RS
294812,LINDOLFO COLLOR,86908,RS
294843,LINHA NOVA,86924,RS
294867,MACAMBARA,88447,RS
294913,MACHADINHO,87351,RS
294933,MAMPITUBA,88943,RS
294963,MANOEL VIANA,86940,RS
295015,MAQUINE,86967,RS
295051,MARATA,86983,RS
295076,MARAU,87378,RS
295136,MARCELINO RAMOS,87394,RS
295167,MARIANA PIMENTEL,87009,RS
295216,MARIANO MORO,87416,RS
295239,MARQUES DE SOUZA,88820,RS
295286,MATA,87432,RS
295313,MATO CASTELHANO,87025,RS
295346,MATO LEITAO,87041,RS
295383,MATO QUEIMADO,89303,RS
295395,MAXIMILIANO DE ALMEIDA,87459,RS
295424,MINAS DO LEAO,87068,RS
295458,MIRAGUAI,87475,RS
295492,MONTAURI,85820,RS
295508,MONTE ALEGRE DOS CAMPOS,88803,RS
295547,MONTE BELO DO SUL,87084,RS
295574,MONTENEGRO,87491,RS
295675,MORMACO,87106,RS
295707,MORRINHOS DO SUL,87122,RS
295732,MORRO REDONDO,86185,RS
295780,MORRO REUTER,87149,RS
295811,MOSTARDAS,87513,RS
295872,MUCUM,87530,RS
295900,MUITOS CAPOES,88544,RS
295930,MULITERNO,87165,RS
295959,NAO ME TOQUE,87556,RS
296000,NICOLAU VERGUEIRO,87181,RS
296023,NONOAI,87572,RS
296073,NOVA ALVORADA,86169,RS
296087,NOVA ARACA,87599,RS
296114,NOVA BASSANO,87610,RS
296152,NOVA BOA VISTA,87203,RS
296180,NOVA BRESCIA,87637,RS
296206,NOVA CANDELARIA,88226,RS
296224,NOVA ESPERANCA DO SUL,85120,RS
296255,NOVA HARTZ,84816,RS
296343,NOVA PADUA,87220,RS
296367,NOVA PALMA,87653,RS
296395,NOVA PETROPOLIS,87670,RS
296446,NOVA PRATA,87696,RS
296504,NOVA RAMADA,88560,RS
296523,NOVA ROMA DO SUL,84751,RS
296548,NOVA SANTA RITA,87246,RS
296624,NOVO BARREIRO,87262,RS
296654,NOVO CABRAIS,88684,RS
296690,NOVO HAMBURGO,87718,RS
296880,NOVO MACHADO,87289,RS
296908,NOVO TIRADENTES,87300,RS
296943,NOVO XINGU,89320,RS
296972,OSORIO,87734,RS
297050,PAIM FILHO,87750,RS
297077,PALMARES DO SUL,89672,RS
297150,PALMEIRA DAS MISSOES,87777,RS
297204,PALMITINHO,87793,RS
297235,PANAMBI,87815,RS
297293,PANTANO GRANDE,84980,RS
297347,PARAI,87831,RS
297371,PARAISO DO SUL,85987,RS
297418,PARECI NOVO,87327,RS
297453,PAROBE,98256,RS
297574,PASSA SETE,88889,RS
297607,PASSO DO SOBRADO,87343,RS
297659,PASSO FUNDO,87858,RS
297852,PAULO BENTO,89346,RS
297905,PAVERAMA,85146,RS
297957,PEDRAS ALTAS,89567,RS
297994,PEDRO OSORIO,87874,RS
298063,PEJUCARA,87890,RS
298095,PELOTAS,87912,RS
298336,PICADA CAFE,87360,RS
298377,PINHAL,85340,RS
298392,PINHAL DA SERRA,89362,RS
298426,PINHAL GRANDE,87386,RS
298450,PINHEIRINHO DO VALE,87408,RS
298484,PINHEIRO MACHADO,87939,RS
298549,PIRAPO,84778,RS
298576,PIRATINI,87955,RS
298616,PLANALTO,87971,RS
298647,POCO DAS ANTAS,86126,RS
298668,PONTAO,87424,RS
298710,PONTE PRETA,87440,RS
298732,PORTAO,87998,RS
298803,PORTO ALEGRE,88013,RS
299275,PORTO LUCENA,88030,RS
299305,PORTO MAUA,87467,RS
299340,PORTO VERA CRUZ,87483,RS
299370,PORTO XAVIER,88056,RS
299407,POUSO NOVO,85421,RS
299447,PRESIDENTE LUCENA,87505,RS
299471,PROGRESSO,84760,RS
299507,PROTASIO ALVES,85405,RS
299529,PUTINGA,88072,RS
299559,QUARAI,88099,RS
299621,QUATRO IRMAOS,89389,RS
299648,QUEVEDOS,87521,RS
299676,QUINZE DE NOVEMBRO,84875,RS
299697,REDENTORA,88110,RS
299733,RELVADO,85766,RS
299763,RESTINGA SECA,88137,RS
299822,RIO DOS INDIOS,87548,RS
299849,RIO GRANDE,88153,RS
300048,RIO PARDO,88170,RS
300152,RIOZINHO,85740,RS
300193,ROCA SALES,88196,RS
300256,RODEIO BONITO,88218,RS
300290,ROLADOR,89400,RS
300316,ROLANTE,88234,RS
300379,RONDA ALTA,88250,RS
300404,RONDINHA,88277,RS
300435,ROQUE GONZALES,88293,RS
300463,ROSARIO DO SUL,88315,RS
300560,SAGRADA FAMILIA,87564,RS
300579,SALDANHA MARINHO,85561,RS
300608,SALTO DO JACUI,89753,RS
300660,SALVADOR DAS MISSOES,87580,RS
300681,SALVADOR DO SUL,88331,RS
300713,SANANDUVA,88358,RS
300746,SANTA BARBARA DO SUL,88374,RS
300788,SANTA CECILIA DO SUL,89247,RS
300808,SANTA CLARA DO SUL,87602,RS
300838,SANTA CRUZ DO SUL,88390,RS
300994,SANTA MARGARIDA DO SUL,89443,RS
301036,SANTA MARIA,88412,RS
301187,SANTA MARIA DO HERVAL,86207,RS
301220,SANTA ROSA,88471,RS
301312,SANTA TEREZA,87629,RS
301343,SANTA VITORIA DO PALMAR,88498,RS
301409,SANTANA DA BOA VISTA,88439,RS
301457,SANTANA DO LIVRAMENTO,88455,RS
301610,SANTIAGO,88510,RS
301677,SANTO ANGELO,88536,RS
301765,SANTO ANTONIO DA PATRULHA,88552,RS
301836,SANTO ANTONIO DAS MISSOES,88579,RS
301871,SANTO ANTONIO DO PALMA,87645,RS
301904,SANTO ANTONIO DO PLANALTO,87661,RS
301940,SANTO AUGUSTO,88595,RS
301985,SANTO CRISTO,88617,RS
302027,SANTO EXPEDITO DO SUL,87688,RS
302049,SAO BORJA,88633,RS
302118,SAO DOMINGOS DO SUL,84832,RS
302164,SAO FRANCISCO DE ASSIS,88650,RS
302206,SAO FRANCISCO DE PAULA,88676,RS
302290,SAO GABRIEL,88692,RS
302404,SAO JERONIMO,88714,RS
302482,SAO JOAO DA URTIGA,84859,RS
302506,SAO JOAO DO POLESINE,87700,RS
302533,SAO JORGE,84794,RS
302560,SAO JOSE DAS MISSOES,87769,RS
302590,SAO JOSE DO HERVAL,85588,RS
302616,SAO JOSE DO HORTENCIO,85324,RS
302640,SAO JOSE DO INHACORA,87742,RS
302669,SAO JOSE DO NORTE,88730,RS
302756,SAO JOSE DO OURO,88757,RS
302789,SAO JOSE DO SUL,89460,RS
302812,SAO JOSE DOS AUSENTES,87726,RS
302838,SAO LEOPOLDO,88773,RS
303044,SAO LOURENCO DO SUL,88790,RS
303144,SAO LUIS GONZAGA,88811,RS
303203,SAO MARCOS,88838,RS
303251,SAO MARTINHO,88854,RS
303287,SAO MARTINHO DA SERRA,87785,RS
303321,SAO MIGUEL DAS MISSOES,85480,RS
303356,SAO NICOLAU,88870,RS
303382,SAO PAULO DAS MISSOES,88897,RS
303409,SAO PEDRO DA SERRA,87807,RS
303433,SAO PEDRO DAS MISSOES,89486,RS
303457,SAO PEDRO DO BUTIA,87823,RS
303477,SAO PEDRO DO SUL,88919,RS
303528,SAO SEBASTIAO DO CAI,88935,RS
303634,SAO SEPE,88951,RS
303705,SAO VALENTIM,88978,RS
303747,SAO VALENTIM DO SUL,87840,RS
303771,SAO VALERIO DO SUL,87866,RS
303796,SAO VENDELINO,85383,RS
303820,SAO VICENTE DO SUL,86754,RS
303871,SAPIRANGA,88994,RS
304000,SAPUCAIA DO SUL,89010,RS
304239,SARANDI,89036,RS
304276,SEBERI,89052,RS
304314,SEDE NOVA,85707,RS
304334,SEGREDO,85529,RS
304362,SELBACH,89079,RS
304385,SENADOR SALGADO FILHO,88765,RS
304412,SENTINELA DO SUL,87882,RS
304461,SERAFINA CORREA,89095,RS
304505,SERIO,87904,RS
304542,SERTAO,89117,RS
304580,SERTAO SANTANA,87920,RS
304606,SETE DE SETEMBRO,88706,RS
304646,SEVERIANO DE ALMEIDA,89133,RS
304671,SILVEIRA MARTINS,84956,RS
304704,SINIMBU,87947,RS
304750,SOBRADINHO,89176,RS
304785,SOLEDADE,89192,RS
304842,TABAI,88722,RS
304899,TAPEJARA,89214,RS
304934,TAPERA,89230,RS
304981,TAPES,89257,RS
305044,TAQUARA,89273,RS
305148,TAQUARI,89290,RS
305264,TAQUARUCU DO SUL,85669,RS
305295,TAVARES,89710,RS
305346,TENENTE PORTELA,89311,RS
305393,TERRA DE AREIA,85162,RS
305423,TEUTONIA,98213,RS
305500,TIO HUGO,89508,RS
305527,TIRADENTES DO SUL,87963,RS
305572,TOROPI,88900,RS
305604,TORRES,89338,RS
305712,TRAMANDAI,89354,RS
305813,TRAVESSEIRO,87980,RS
305833,TRES ARROIOS,84743,RS
305860,TRES CACHOEIRAS,85367,RS
305898,TRES COROAS,89370,RS
305949,TRES DE MAIO,89397,RS
306021,TRES FORQUILHAS,88005,RS
306052,TRES PALMEIRAS,86142,RS
306081,TRES PASSOS,89419,RS
306156,TRINDADE DO SUL,85006,RS
306192,TRIUNFO,89435,RS
306275,TUCUNDUVA,89451,RS
306311,TUNAS,84840,RS
306340,TUPANCI DO SUL,88021,RS
306353,TUPANCIRETA,89478,RS
306399,TUPANDI,85723,RS
306420,TUPARENDI,89494,RS
306445,TURUCU,88501,RS
306494,UBIRETAMA,88609,RS
306519,UNIAO DA SERRA,88048,RS
306538,UNISTALDA,88480,RS
306564,URUGUAIANA,89516,RS
306726,VACARIA,89532,RS
306804,VALE DO SOL,88064,RS
306869,VALE REAL,88080,RS
306905,VALE VERDE,88668,RS
306947,VANINI,84913,RS
306971,VENANCIO AIRES,89559,RS
307061,VERA CRUZ,89575,RS
307115,VERANOPOLIS,89591,RS
307170,VESPASIANO CORREA,88781,RS
307198,VIADUTOS,89613,RS
307234,VIAMAO,89630,RS
307502,VICENTE DUTRA,89656,RS
307531,VICTOR GRAEFF,89699,RS
307562,VILA FLORES,86061,RS
307591,VILA LANGARO,88749,RS
307617,VILA MARIA,85642,RS
307636,VILA NOVA DO SUL,88102,RS
307660,VISTA ALEGRE,85600,RS
307698,VISTA ALEGRE DO PRATA,85863,RS
307720,VISTA GAUCHA,85847,RS
307746,VITORIA DAS MISSOES,88129,RS
307773,WESTFALIA,89524,RS
307801,XANGRI-LA,88145,RS
307897,ABDON BATISTA,80225,SC
307928,ABELARDO LUZ,80012,SC
307969,AGROLANDIA,80039,SC
308015,AGRONOMICA,80055,SC
308042,AGUA DOCE,80071,SC
308077,AGUAS DE CHAPECO,80098,SC
308111,AGUAS FRIAS,80500,SC
308136,AGUAS MORNAS,80110,SC
308165,ALFREDO WAGNER,80136,SC
308220,ALTO BELA VISTA,81302,SC
308246,ANCHIETA,80152,SC
308284,ANGELINA,80179,SC
308308,ANITA GARIBALDI,80195,SC
308335,ANITAPOLIS,80217,SC
308362,ANTONIO CARLOS,80233,SC
308391,APIUNA,80063,SC
308429,ARABUTA,80489,SC
308463,ARAQUARI,80250,SC
308541,ARARANGUA,80276,SC
308626,ARMAZEM,80292,SC
308672,ARROIO TRINTA,80314,SC
308686,ARVOREDO,80802,SC
308707,ASCURRA,80330,SC
308749,ATALANTA,80357,SC
308773,AURORA,80373,SC
308796,BALNEARIO ARROIO DO SILVA,81728,SC
308865,BALNEARIO BARRA DO SUL,80683,SC
308938,BALNEARIO CAMBORIU,80390,SC
309056,BALNEARIO GAIVOTA,81744,SC
309094,BALNEARIO PICARRAS,82511,SC
309150,BANDEIRANTE,81582,SC
309180,BARRA BONITA,81760,SC
309223,BARRA VELHA,80411,SC
309301,BELA VISTA DO TOLDO,81221,SC
309354,BELMONTE,80748,SC
309384,BENEDITO NOVO,80438,SC
309438,BIGUACU,80454,SC
309513,BLUMENAU,80470,SC
309747,BOCAINA DO SUL,81280,SC
309776,BOM JARDIM DA SERRA,83895,SC
309796,BOM JESUS,81388,SC
309849,BOM JESUS DO OESTE,81469,SC
309884,BOM RETIRO,80497,SC
309924,BOMBINHAS,80985,SC
310006,BOTUVERA,80519,SC
310031,BRACO DO NORTE,80535,SC
310100,BRACO DO TROMBUDO,80420,SC
310118,BRUNOPOLIS,81787,SC
310154,BRUSQUE,80551,SC
310274,CACADOR,80578,SC
310362,CAIBI,80594,SC
310394,CALMON,80667,SC
310439,CAMBORIU,80616,SC
310543,CAMPO ALEGRE,80632,SC
310597,CAMPO BELO DO SUL,80659,SC
310630,CAMPO ERE,80675,SC
310692,CAMPOS NOVOS,80691,SC
310753,CANELINHA,80713,SC
310796,CANOINHAS,80730,SC
310896,CAPAO ALTO,81248,SC
310938,CAPINZAL,80756,SC
310976,CAPIVARI DE BAIXO,81027,SC
311078,CATANDUVAS,80772,SC
311119,CAXAMBU DO SUL,80799,SC
311152,CELSO RAMOS,80268,SC
311183,CERRO NEGRO,80381,SC
311210,CHAPADAO DO LAGEADO,81701,SC
311233,CHAPECO,80810,SC
311337,COCAL DO SUL,80306,SC
311398,CONCORDIA,80837,SC
311463,CORDILHEIRA ALTA,81043,SC
311496,CORONEL FREITAS,80853,SC
311528,CORONEL MARTINS,81108,SC
311561,CORREIA PINTO,83950,SC
311635,CORUPA,80870,SC
311685,CRICIUMA,80896,SC
311859,CUNHA PORA,80918,SC
311907,CUNHATAI,81620,SC
311937,CURITIBANOS,80934,SC
311990,DESCANSO,80950,SC
312034,DIONISIO CERQUEIRA,80977,SC
312083,DONA EMMA,80993,SC
312114,DOUTOR PEDRINHO,80080,SC
312138,ENTRE RIOS,81426,SC
312172,ERMO,81167,SC
312194,ERVAL VELHO,81019,SC
312231,FAXINAL DOS GUEDES,81035,SC
312273,FLOR DO SERTAO,81604,SC
312298,FLORIANOPOLIS,81051,SC
312530,FORMOSA DO SUL,80888,SC
312561,FORQUILHINHA,81060,SC
312626,FRAIBURGO,81078,SC
312692,FREI ROGERIO,81329,SC
312719,GALVAO,81094,SC
312758,GAROPABA,81132,SC
312815,GARUVA,81159,SC
312879,GASPAR,81175,SC
312962,GOVERNADOR CELSO RAMOS,81116,SC
313009,GRAO PARA,81191,SC
313046,GRAVATAL,81213,SC
313092,GUABIRUBA,81230,SC
313133,GUARACIABA,81256,SC
313158,GUARAMIRIM,81272,SC
313210,GUARUJA DO SUL,81299,SC
313238,GUATAMBU,80527,SC
313268,HERVAL D'OESTE,81310,SC
313344,IBIAM,81400,SC
313373,IBICARE,81337,SC
313402,IBIRAMA,81353,SC
313452,ICARA,81370,SC
313541,ILHOTA,81396,SC
313602,IMARUI,81418,SC
313655,IMBITUBA,81434,SC
313758,IMBUIA,81450,SC
313781,INDAIAL,81477,SC
313858,IOMERE,81361,SC
313883,IPIRA,81493,SC
313921,IPORA DO OESTE,80020,SC
313955,IPUACU,80829,SC
313987,IPUMIRIM,81515,SC
314023,IRACEMINHA,80187,SC
314047,IRANI,81531,SC
314103,IRATI,80861,SC
314128,IRINEOPOLIS,81558,SC
314193,ITA,81574,SC
314229,ITAIOPOLIS,81590,SC
314290,ITAJAI,81612,SC
314470,ITAPEMA,81639,SC
314567,ITAPIRANGA,81655,SC
314600,ITAPOA,81663,SC
314707,ITUPORANGA,81671,SC
314744,JABORA,81698,SC
314774,JACINTO MACHADO,81710,SC
314821,JAGUARUNA,81736,SC
314873,JARAGUA DO SUL,81752,SC
314990,JARDINOPOLIS,81140,SC
315020,JOACABA,81779,SC
315101,JOINVILLE,81795,SC
315383,JOSE BOITEUX,80101,SC
315412,JUPIA,81540,SC
315445,LACERDOPOLIS,81817,SC
315472,LAGES,81833,SC
315606,LAGUNA,81850,SC
315688,LAJEADO GRANDE,80586,SC
315723,LAURENTINO,81876,SC
315749,LAURO MULLER,81892,SC
315819,LEBON REGIS,81914,SC
315895,LEOBERTO LEAL,81930,SC
315916,LINDOIA DO SUL,80047,SC
315957,LONTRAS,81957,SC
316002,LUIS ALVES,81973,SC
316030,LUZERNA,81809,SC
316064,MACIEIRA,80900,SC
316105,MAFRA,81990,SC
316224,MAJOR GERCINO,82015,SC
316252,MAJOR VIEIRA,82031,SC
316295,MARACAJA,83917,SC
316338,MARAVILHA,82058,SC
316374,MAREMA,82066,SC
316407,MASSARANDUBA,82074,SC
316465,MATOS COSTA,82090,SC
316511,MELEIRO,82112,SC
316546,MIRIM DOCE,80365,SC
316574,MODELO,82139,SC
316606,MONDAI,82155,SC
316642,MONTE CARLO,80004,SC
316705,MONTE CASTELO,82171,SC
316769,MORRO DA FUMACA,82198,SC
316807,MORRO GRANDE,81086,SC
316838,NAVEGANTES,82210,SC
316915,NOVA ERECHIM,82236,SC
316951,NOVA ITABERABA,80322,SC
316995,NOVA TRENTO,82252,SC
317042,NOVA VENEZA,82279,SC
317090,NOVO HORIZONTE,80764,SC
317114,ORLEANS,82295,SC
317173,OTACILIO COSTA,83976,SC
317215,OURO,82317,SC
317243,OURO VERDE,80845,SC
317274,PAIAL,81442,SC
317306,PAINEL,81264,SC
317356,PALHOCA,82333,SC
317521,PALMA SOLA,82350,SC
317573,PALMEIRA,81566,SC
317600,PALMITOS,82376,SC
317644,PAPANDUVA,82392,SC
317715,PARAISO,80705,SC
317756,PASSO DE TORRES,80403,SC
317796,PASSOS MAIA,80624,SC
317826,PAULO LOPES,82414,SC
317870,PEDRAS GRANDES,82430,SC
317900,PENHA,82457,SC
317966,PERITIBA,82473,SC
317989,PETROLANDIA,82490,SC
318012,PINHALZINHO,82538,SC
318064,PINHEIRO PRETO,82554,SC
318097,PIRATUBA,82570,SC
318126,PLANALTO ALEGRE,80543,SC
318157,POMERODE,82597,SC
318232,PONTE ALTA,82619,SC
318274,PONTE ALTA DO NORTE,80926,SC
318322,PONTE SERRADA,82635,SC
318359,PORTO BELO,82651,SC
318427,PORTO UNIAO,82678,SC
318513,POUSO REDONDO,82694,SC
318565,PRAIA GRANDE,82716,SC
318602,PRESIDENTE CASTELO BRANCO,82732,SC
318634,PRESIDENTE GETULIO,82759,SC
318677,PRESIDENTE NEREU,82775,SC
318702,PRINCESA,81647,SC
318733,QUILOMBO,82791,SC
318778,RANCHO QUEIMADO,82813,SC
318806,RIO DAS ANTAS,82830,SC
318838,RIO DO CAMPO,82856,SC
318884,RIO DO OESTE,82872,SC
318924,RIO DO SUL,82910,SC
319009,RIO DOS CEDROS,82899,SC
319043,RIO FORTUNA,82937,SC
319068,RIO NEGRINHO,82953,SC
319146,RIO RUFINO,80608,SC
319173,RIQUEZA,80560,SC
319210,RODEIO,82970,SC
319257,ROMELANDIA,82996,SC
319294,SALETE,83011,SC
319337,SALTINHO,81523,SC
319372,SALTO VELOSO,83038,SC
319389,SANGAO,81000,SC
319432,SANTA CECILIA,83054,SC
319493,SANTA HELENA,80721,SC
319529,SANTA ROSA DE LIMA,83070,SC
319557,SANTA ROSA DO SUL,80241,SC
319596,SANTA TEREZINHA,80349,SC
319656,SANTA TEREZINHA DO PROGRESSO,81507,SC
319697,SANTIAGO DO SUL,81205,SC
319708,SANTO AMARO DA IMPERATRIZ,83097,SC
319775,SAO BENTO DO SUL,83119,SC
319879,SAO BERNARDINO,81485,SC
319921,SAO BONIFACIO,83135,SC
319950,SAO CARLOS,83151,SC
319994,SAO CRISTOVAO DO SUL,80942,SC
320030,SAO DOMINGOS,83178,SC
320080,SAO FRANCISCO DO SUL,83194,SC
320209,SAO JOAO BATISTA,83216,SC
320278,SAO JOAO DO ITAPERIU,81124,SC
320311,SAO JOAO DO OESTE,80640,SC
320336,SAO JOAO DO SUL,83232,SC
320360,SAO JOAQUIM,83259,SC
320412,SAO JOSE,83275,SC
320574,SAO JOSE DO CEDRO,83291,SC
320613,SAO JOSE DO CERRITO,83313,SC
320639,SAO LOURENCO DO OESTE,83330,SC
320695,SAO LUDGERO,83356,SC
320755,SAO MARTINHO,83372,SC
320772,SAO MIGUEL DA BOA VISTA,80780,SC
320801,SAO MIGUEL DO OESTE,83399,SC
320886,SAO PEDRO DE ALCANTARA,81183,SC
320938,SAUDADES,83410,SC
320968,SCHROEDER,83437,SC
321014,SEARA,83453,SC
321045,SERRA ALTA,80284,SC
321075,SIDEROPOLIS,83470,SC
321123,SOMBRIO,83496,SC
321162,SUL BRASIL,80446,SC
321185,TAIO,83518,SC
321229,TANGARA,83534,SC
321280,TIGRINHOS,81680,SC
321308,TIJUCAS,83550,SC
321362,TIMBE DO SUL,83933,SC
321384,TIMBO,83577,SC
321464,TIMBO GRANDE,80209,SC
321532,TRES BARRAS,83593,SC
321614,TREVISO,81345,SC
321651,TREZE DE MAIO,83615,SC
321688,TREZE TILIAS,83631,SC
321715,TROMBUDO CENTRAL,83658,SC
321753,TUBARAO,83674,SC
321875,TUNAPOLIS,83682,SC
321899,TURVO,83690,SC
321936,UNIAO DO OESTE,80144,SC
321977,URUBICI,83712,SC
322032,URUPEMA,80160,SC
322067,URUSSANGA,83739,SC
322147,VARGEAO,83755,SC
322175,VARGEM,80462,SC
322218,VARGEM BONITA,80969,SC
322249,VIDAL RAMOS,83771,SC
322274,VIDEIRA,83798,SC
322341,VITOR MEIRELES,80128,SC
322385,WITMARSUM,83810,SC
322410,XANXERE,83836,SC
322473,XAVANTINA,83852,SC
322497,XAXIM,83879,SC
322566,ZORTEA,81825,SC
322603,AMPARO DO SAO FRANCISCO,31011,SE
322632,AQUIDABA,31038,SE
322707,ARACAJU,31054,SE
323022,ARAUA,31070,SE
323068,AREIA BRANCA,31097,SE
323197,BARRA DOS COQUEIROS,31119,SE
