obs,APPLE,DATE,EXXON_MOBIL,FORD,GEN_ELECTRIC,INTEL,MICROSOFT,NETFLIX,NOKIA,SP500,YAHOO
270,124.099997,733111,86.610001,5.74,32.41,20.48,28.4,33.499999,32.189999,1274.400024,28.91
271,127.039997,733112,85.330002,5.89,33.450001,21.17,29.43,33.150001,31.469999,1321.130005,28.889999
272,124.099997,733113,87.739998,5.64,33.509998,20.82,28.540001,33.56,32.709999,1305.26001,28.07
273,129.879995,733114,83.879997,5.45,34.52,21.24,28.719999,34.349998,30.629999,1316.050049,27.85
274,122.550001,733117,86.610001,5.02,32.990002,20.17,27.299999,32.81,32.02,1283.209961,26.5
275,129.180006,733118,87.809998,5.32,34.91,21.299999,28.67,33.760002,30.84,1277.160034,26.940001
276,133.120003,733119,84.18,5.39,36.200001,21.530001,29.379999,34.99,28.780001,1330.969971,27.559999
277,131.119997,733120,85.169998,5.51,36.540001,21.469999,28.74,37.999999,29.25,1299.670044,27.360001
278,134.009996,733124,86.260002,5.69,37.630001,21.76,29.33,37.34,29.940001,1330.290039,27.559999
279,139.959999,733125,85.230003,6.03,37.25,22.32,29.33,38.439999,32.080002,1349.069946,28.139999
280,140.870007,733126,86.82,6.09,37.02,22.030001,29.030001,36.999999,31.549999,1352.449951,28.629999
281,144.950006,733127,86.050003,5.93,37.259998,21.879999,28.48,37.220001,31.370001,1340.339966,28.49
282,141.800001,733128,85.690002,5.89,36.869999,21.200001,28.23,36.340001,31.77,1327.02002,28.32
283,143.269995,733131,84.800003,5.6,36.580002,20.709999,27.879999,36.17,33.57,1315.920044,28.559999
284,146.299997,733132,86.849998,5.77,37.360001,21.51,28.83,35.500001,34,1326.410034,28.07
285,148.780001,733133,88,5.95,38.259998,22.030001,29.57,36.15,33.580002,1369.959961,28.57
286,147.060001,733134,88.480003,6.07,37.740002,21.700001,29,35.800002,33.810001,1365.689941,27.65
287,152.189999,733135,89.32,6.43,37.82,21.940001,29.129999,37.5,34.849998,1369.849976,28
288,156.129995,733138,88.730003,6.75,37.869999,21.92,29.549999,36.62,33.389999,1373.689941,27.799999
289,153.550003,733139,89.720001,6.69,36.900002,21.389999,28.940001,36.510001,33.52,1370.160034,27.719999
290,153.309998,733140,89.529999,6.94,36.900002,21.059999,28.719999,37.090001,33,1365.5,27.799999
291,151.130001,733141,88.900002,6.72,36.400002,21.57,28.83,36.060001,32.630001,1355.369995,28.389999
292,152.719997,733142,88.739998,6.59,32.5,21.809999,28.870001,36.249999,32.369999,1357.97998,28.41
293,146.769995,733145,90.059998,6.69,32.380001,21.120001,28.24,36,32.290001,1332.199951,28.18
294,149.400002,733146,90.900002,6.83,32.040001,20.91,28.120001,36,33.189999,1331.719971,28.049999
295,151.720001,733147,92.480003,6.95,32.34,22.43,28.57,36.829998,29.6,1337.02002,28.110001
296,154.170004,733148,93.360001,7.14,32.110001,22.17,29.120001,38.899999,29.17,1363.369995,28.4
297,159.119997,733149,94,7.32,32.419998,22.57,30.01,40.730001,29.08,1369,28.440001
298,162.210001,733152,94.099998,7.5,32.700001,22.5,30.190001,38.560001,28.76,1387.719971,28.52
299,167.4,733153,94.269997,7.7,32.5,22.280001,30.639999,33.710001,28.799999,1386.430054,28.73
300,164.050003,733154,93.410004,7.76,32.490002,22.190001,30.450001,30.119998,28.620001,1378.400024,28.24
301,165.340006,733155,93.209999,8.02,32.439999,22.58,31.629999,31.06,29.110001,1380.52002,28.01
302,170.699995,733156,92.57,8.2,33.009998,22.629999,30.049999,33.170002,29.129999,1387.880005,26.85
303,169.75,733159,92.419998,8.15,33.470001,22.43,29.799999,33.179998,29.440001,1397.959961,27
304,171.110004,733160,92.25,8.22,33.189999,22.629999,28.799999,32.65,30.059999,1395.609985,26.35
305,176.190001,733161,90.099998,8.21,32.849998,22.73,28.74,32.019999,30.16,1391.219971,27.17
306,174.959999,733162,90.050003,8.28,32.799999,22.360001,28.5,31.670001,30.110001,1385.969971,27.690001
307,180.189999,733163,89.699997,8.55,33.41,23.610001,29.59,31.06,29.41,1409.160034,27.65
308,181.919998,733166,89.279999,8.27,33.360001,23.379999,29.93,31.250001,29.26,1415.339966,23.049999
309,184.659994,733167,90.07,8.27,33.07,23.08,29,30.9,29.85,1405.599976,25.540001
310,186.049999,733168,89,8.28,33.009998,23.6,29.690001,30.699998,29.620001,1417.48999,25.57
311,183.77,733169,89.370003,8.05,32.720001,23.379999,29.280001,30.309999,28.9,1394.290039,25.66
312,183.16,733170,88.43,8.2,32.459999,23.139999,29.209999,30.009999,28.76,1394.900024,26.01
313,185.209993,733173,88.870003,8.17,32.330002,23.360001,29.4,30.699998,28.42,1389.400024,25.799999
314,188.610004,733174,89.849998,8.16,32.529999,23.639999,30,30.63,28.09,1404.400024,25.15
315,191.229998,733175,90.330002,8.25,32.419998,23.85,29.889999,30.660001,28.299999,1405.650024,26.950001
316,186.810003,733176,91.849998,8.18,32.66,23.92,29.98,30.230001,29.190001,1408.359985,27.540001
317,190.109999,733177,92.910004,8.21,32.450001,24.99,30.469999,30.19,29.77,1423.890015,27.73
318,187.860001,733180,94.470001,8.12,32.130001,25.200001,29.870001,31.540001,29.74,1425.280029,27.9
319,181.819996,733181,94.629997,8.02,32.25,24.549999,29.299999,32.870001,29.58,1424.48999,27.68
320,185.670004,733182,93.760002,8.03,31.77,23.879999,28.809999,32.179999,28.809999,1414.060059,27.34
321,179.260004,733183,92.639999,7.49,31.01,23.82,28.280001,31.560001,28.77,1390.829956,27.299999
322,180.769999,733184,90.040001,6.99,30.959999,23.74,28.26,31.550001,28.07,1392.199951,27.48
323,182.750004,733188,89.129997,6.79,30.42,23.290001,28.110001,31.22,28.67,1375.969971,27.5
324,187.410004,733189,89.870003,6.93,30.57,23.799999,28.559999,32.019999,28.01,1386.540039,27.42
325,186.760002,733190,89.580002,6.79,30.450001,23.27,28.209999,30.240001,28.780001,1390.5,27.34
326,187.450005,733191,88.089996,6.88,30.790001,23.280001,28.379999,30.46,28.16,1398.359985,27.07
327,188.600004,733194,87.68,6.85,30.75,23.049999,28.24,30.34,27.799999,1399.619995,26.799999
328,186.860004,733195,85.300003,6.69,30.559999,23.299999,27.91,30.999999,27.389999,1386.420044,26.360001
329,184.020006,733196,86.25,6.64,30.459999,22.809999,27.280001,31.670001,26.66,1376.26001,26.25
330,186.340006,733197,89.790001,6.48,30.559999,23.620001,27.719999,32.260001,26.719999,1377.47998,26.459999
331,188.000004,733198,87.610001,6.35,30.860001,23.66,27.99,32.840001,26.700001,1400.060059,26.5
332,184.789997,733201,88.769997,6.14,30.23,23.08,27.65,31.820001,25.98,1360.829956,26.5
333,180.510006,733202,88.800003,6.25,29.93,22.309999,27.360001,30.75,25.84,1358.97998,26.32
334,184.34,733203,87.980003,6.13,30.379999,22.540001,27.85,30.550002,25.940001,1357.089966,26.42
335,181.490002,733204,86.529999,6.05,29.969999,22.049999,27.4,30.269999,25.889999,1335.780029,26.33
336,171.640003,733205,88.489998,6.14,29.360001,22.24,28.629999,31.36,25.66,1341.810059,22.82
337,171.299995,733208,87.870003,6.25,28.690001,22.450001,29.02,32.000001,25.639999,1358.849976,22.950001
338,178.100004,733209,88.080002,6.59,29.18,22.940001,29.040001,31.95,25.459999,1360.709961,23.58
339,181.120007,733210,88.040001,6.5,28.700001,22.35,28.549999,31.110001,24.74,1349.589966,23.219999
340,178.550001,733211,86.300003,6.32,28.17,22.209999,28.549999,30.02,23.9,1336.890015,22.780001
341,179.350006,733212,85.099998,6.24,27.860001,22.73,28.9,32.260001,24.26,1341.02002,22.49
342,174.739994,733215,87.529999,5.89,27.59,22.5,28.299999,31.5,24.34,1319.77002,22.07
343,172.370007,733216,87.25,5.32,27.370001,22.200001,27.92,29.74,26.030001,1317.22998,21.17
344,174.610004,733217,87.690002,5.36,27.74,22.43,27.809999,29.15,25.790001,1314.540039,22
345,174.070005,733218,86.839996,5.07,27.59,22.360001,28.030001,29.500001,24.379999,1316.290039,21.59
346,166.510006,733219,86.809998,5.07,26.809999,21.6,27.68,28.72,24.209999,1283.599976,21.290001
347,170.189997,733222,87.870003,4.99,26.35,21.41,27.73,26.509999,23.700001,1278.060059,21.120001
348,164.229994,733223,88.5,4.71,26.42,21.290001,27.27,26.799999,24.15,1276.689941,20.48
349,175.200005,733224,87.970001,4.74,27.200001,21.629999,26.9,27.010001,24.6,1285.819946,21.889999
350,169.589996,733225,87.860001,4.42,26.75,20.620001,25.969999,27,25.190001,1262.959961,21.35
351,173.159998,733229,86.120003,4.6,27.1,20.780001,26.110001,27.5,24.42,1262.900024,23.4
352,175.399996,733230,86.150002,4.53,27.18,20.700001,25.93,28.340001,25.41,1251.839966,23.83
353,180.199999,733231,84.300003,4.95,28.139999,20.860001,25.790001,28.409999,25.16,1273.380005,24.74
354,174.919998,733232,86.279999,5.06,27.549999,19.85,25.200001,28.470001,25.66,1245.25,23.76
355,175.469997,733233,86,4.45,27.6,20.280001,25.16,27.520001,25.870001,1248.660034,23
356,179.240004,733236,85.650002,4.97,28.129999,21.02,25.48,27.309999,24.75,1241.609985,23.120001
357,172.479996,733237,81.889999,4.6,27.049999,20.25,24.93,27.609999,24.889999,1226.829956,21.790001
358,170.199997,733238,81.300003,4.71,26.799999,21.030001,26.129999,27.459999,27,1214.650024,21.700001
359,174.100006,733239,80.629997,5.56,28.1,21.25,27.58,27.969999,27.389999,1246.310059,23.49
360,168.519999,733240,81.839996,5.43,28.120001,21.889999,26.360001,27.810001,27.610001,1258.219971,22.549999
361,166.900002,733243,82.559998,5.47,28.120001,22.200001,25.66,27.029999,26.360001,1261.819946,21.66
362,149.000006,733244,82.980003,5.32,27.82,21.719999,25.540001,27.36,26.52,1257.079956,21.389999
363,164.989998,733245,81.199997,5.95,28.780001,22.200001,25.860001,27.19,27.610001,1278.869995,21.91
364,164.319996,733246,81.010002,5.78,29.74,22.049999,26.09,27.63,28.049999,1283.219971,20.610001
365,160.4,733247,81.870003,5.22,28.950001,21.799999,25.639999,28.389999,28.120001,1253.51001,20.549999
366,162.340004,733250,80.830002,5.05,28.700001,21.870001,26.059999,28,27.49,1257.76001,20.99
367,155.410006,733251,80.900002,4.83,27.780001,21.67,25.52,28.89,27.75,1236.380005,20.01
368,157.780006,733252,81.82,5.12,28.73,22.299999,26.200001,30.950001,27.219999,1264.52002,20.18
369,157.540001,733253,80.550003,4.74,28.700001,21.99,25.85,30.380001,27.27,1281.369995,19.889999
370,159.900002,733254,79.629997,4.8,28.43,22.42,25.92,30.550002,27.58,1269.420044,20.09
371,156.600006,733257,76.5,4.67,28.139999,22.4,25.389999,29.660001,27.74,1253.27002,19.77
372,155.420006,733258,78.5,4.94,28.379999,22.75,25.639999,30.289999,27.9,1254.869995,19.700001
373,159.970003,733259,78.68,5.1,29.17,22.940001,26.73,29.780001,27.389999,1283.98999,19.77
374,162.709999,733260,76.900002,4.91,28.77,22.719999,26.9,29.650001,26.209999,1286.51001,19.799999
375,163.859999,733261,78.519997,4.92,28.58,23.74,27.35,30.5,26.889999,1266.290039,20.190001
376,170.069994,733264,78.57,5.24,29.620001,24.1,27.860001,30.840002,26.790001,1294.420044,19.889999
377,173.520006,733265,76.809998,5.24,29.92,24.299999,27.780001,32.329999,25.950001,1304.790039,20.209999
378,177.980001,733266,77.599998,5.27,29.58,24.290001,28.07,30.680001,25.32,1288.640015,20.33
379,178.329996,733267,77.089996,4.94,29.120001,23.91,27.82,30.9,25.780001,1282.109985,20.200001
380,179.039999,733268,77.459999,5.2,29.66,24.35,27.98,32.029999,25.41,1293.849976,20.27
381,175.57,733271,76.379997,5.13,29.969999,24.299999,27.780001,31.329999,24.940001,1298.140015,20.469999
382,174.540003,733272,78.540001,4.9,29.200001,23.809999,27.540001,30.429999,25.049999,1276.650024,19.780001
383,174.769995,733273,79.279999,4.8,28.74,23.74,27.540001,30.159999,25.16,1267.339966,19.57
384,174.470001,733274,80,4.54,28.299999,23.129999,27.1,29.950001,25.540001,1271.069946,19.059999
385,175.820005,733275,80.269997,4.53,28.91,23.200001,27.23,30.100001,25.83,1277.589966,19.110001
386,176.15,733278,78.82,4.46,29.040001,23.27,27.610001,30.439999,26.01,1290.469971,19.34
387,172.760002,733279,80.669998,4.4,28.49,22.93,27.58,29.920001,25.879999,1267.030029,19.120001
388,173.310001,733280,81.059998,4.35,28.27,23.1,27.34,29.91,25.68,1271.290039,19.08
389,175.280006,733281,81.5,4.3,28.35,23.59,27.610001,30.34,24.969999,1283.790039,19.48
390,172.959993,733282,78.040001,4.38,28.780001,23.280001,27.68,31.139998,24.65,1296.48999,19.540001
391,172.399994,733286,77.010002,4.67,28.540001,23.27,27.67,31.169999,23.629999,1287.829956,19.629999
392,166.84,733287,77.68,4.55,28.450001,22.59,27,31.08,22.93,1276.609985,18.85
393,165.860004,733288,76,4.54,28.389999,21.469999,26.74,30.64,19.25,1271.800049,18.709999
394,158.589998,733289,76.760002,4.37,27.49,20.35,26.030001,29.44,20.15,1233.209961,17.92
395,164.570002,733292,76.07,4.61,28.879999,20.98,26.209999,30.17,19.43,1249.5,18.33
396,156.859999,733293,73.879997,4.58,28.959999,20.809999,26.200001,30.080001,20.120001,1267.97998,18.139999
397,152.320002,733294,74.559998,4.44,28.370001,20.709999,26.52,29.02,19.9,1227.5,17.629999
398,148.18,733295,75.519997,4.38,27.700001,19.969999,26.1,28.180001,20.6,1229.040039,17.4
399,150.909996,733296,74.940002,4.72,27.73,19.860001,27.139999,28.330001,20.1,1245.880005,18.43
400,142.030006,733299,71.989998,4.61,24.82,19.459999,26.92,29.18,19.6,1250.920044,18.27
401,133.860006,733300,75.599998,4.6,22.17,18.790001,26.09,27.740001,19.57,1188.310059,18.25
402,138.490005,733301,76.290001,5,23.99,19.26,25.73,28.320001,19.860001,1210.339966,18.969999
403,130.569998,733302,80.489998,4.99,23.74,18.780001,24.799999,28.559999,21.219999,1157.079956,18.790001
404,142.600006,733303,80.199997,5.66,29.120001,20.16,26.370001,32.000001,20.879999,1213.109985,20.58
405,139.939999,733306,78.57,5.34,27.379999,19.139999,26.219999,31.400001,20.120001,1255.369995,19.6
406,131.85,733307,77.949997,5.05,25.360001,18.639999,25.66,31.840001,20.51,1207.609985,18.709999
407,127.270002,733308,78.540001,4.96,25.08,18.77,25.58,31.51,20.41,1188.790039,18.9
408,129.799994,733309,79.029999,5.05,23.66,18.940001,25.82,31.889999,19.559999,1187.869995,19.09
409,124.910002,733310,78.919998,4.85,24.75,18.219999,26.17,32.260001,18.91,1204.469971,18.75
410,119.620001,733313,75.620003,4.8,25.120001,18.76,26.940001,32.319999,18.1,1209.069946,18.77
411,108.250001,733314,77.190002,4.55,23.870001,18.08,25.77,32.019999,18.42,1113.780029,17.15
412,111.919998,733315,77.769997,4.75,24,18.5,26.379999,30.33,17.84,1164.170044,17.17
413,108.010002,733316,77.849998,4.51,22.83,18.24,26.18,29.800001,17.870001,1160.640015,16.77
414,103.999997,733317,75.650002,4.47,22.700001,17.5,26.370001,29.210001,16.950001,1115.160034,15.81
415,91.960002,733320,78,3.99,20.540001,16.969999,25.629999,25.999999,17.459999,1097.560059,15.27
416,100.479997,733321,74.849998,3.79,22.280001,17.08,24.98,26.82,16.57,1057.599976,15.19
417,85.909997,733322,77.599998,2.96,20.02,15.61,22.9,21.93,17.33,988.909973,13.8
418,93.35,733323,63.860001,2.88,21.4,16.709999,23.77,22.75,15.15,988.419983,13.9
419,85.699999,733324,64.900002,2.07,18.700001,15.01,21.790001,22.31,16.35,902.309998,12.22
420,104.550003,733327,75.050003,2.98,22.27,16.18,22.860001,25.260001,18.02,912.75,13.14
421,116.260004,733328,70.760002,2.97,22.309999,17.43,25.639999,26.26,16.6,1009.969971,13.78
422,103.84,733329,63.310001,2.52,20.459999,16.139999,23.780001,23.889999,15.78,994.599976,12.49
423,99.77,733330,67.050003,2.48,19.51,15.23,22.940001,22.920001,16.25,909.530029,11.9
424,99.600003,733331,70.370003,2.25,19.35,15.36,23.57,22.66,17.92,942.289978,12.88
425,99.780001,733334,72.449997,2.55,20.26,15.5,24.200001,24.039999,17.1,943.51001,13.03
426,96.950003,733335,68.739998,2.22,19.93,15.71,24.299999,23.5,16.219999,980.400024,12.62
427,97.369999,733336,65.879997,2.19,20.040001,15.19,23.040001,20.76,15.37,951.669983,12.36
428,96.509999,733337,64.010002,2.16,19.24,14.6,21.549999,20.26,14.23,899.080017,12.15
429,90.329998,733338,67.580002,1.84,17.459999,13.39,21.059999,20.010001,14.61,895.219971,11.31
430,95.07,733341,68.870003,2.05,18.040001,14.06,21.67,18.990001,14.83,874.280029,11.82
431,95.430001,733342,74.870003,2.2,18.370001,14.58,21.639999,18.339999,15.93,848.919983,11.89
432,100.859999,733343,75,2.19,19.540001,15.6,23.129999,20.370001,16.77,939.51001,12.2
433,108.23,733344,74.370003,2.27,19.790001,15.49,23.690001,22.95,15.81,939.380005,12.53
434,107.400002,733345,73.449997,2.21,19.27,15.97,22.530001,22.850001,15.7,953.109985,13.09
435,105.930001,733348,75.129997,2.25,19.780001,16.129999,22.48,24.52,16.700001,968.669983,12.74
436,109.990001,733349,76.25,2.22,19.83,16.18,23.129999,23.7,16.5,971.309998,13.05
437,108.910003,733350,73.120003,2.23,20.690001,16.040001,23.33,24,15.79,1001.840027,13.21
438,101.050003,733351,70.480003,2.11,19.75,14.6,21.870001,22.490001,14.87,952.400024,14.84
439,99.240002,733352,75.099998,2.03,18.620001,14.08,21.32,21.549999,15.9,907.440002,12.45
440,100.170003,733355,72.650002,2.08,19.34,15.01,21.85,22.200001,14.48,936.75,12.37
441,94.81,733356,71.349998,1.99,18.27,14.03,21.290001,21.44,13.33,917.150024,11.56
442,92.429999,733357,69.540001,1.99,17.48,13.55,20.889999,21.74,12.93,893.390015,11.01
443,89.870001,733358,73.800003,1.9,16.41,13.04,20.15,20.539999,12.43,853.130005,10.32
444,93.760003,733359,73.5,1.86,16.360001,14.07,20.559999,23.91,12.86,904.359985,10.84
445,88.480002,733362,73.5,1.86,15.95,13.21,19.74,22.09,12.99,873.22998,10.5
446,89.640002,733363,76.199997,1.76,16.030001,13.12,19.5,21.43,13.7,852.340027,11.93
447,89.439998,733364,71.839996,1.65,15.87,13.01,19.629999,21.49,13.04,859.030029,11.54
448,85.240002,733365,69.779999,1.31,14.1,12.28,18.120001,20.25,13.11,805.869995,9.1
449,81.929999,733366,76.82,1.47,13.56,12.45,18.02,18.999999,13.08,755.840027,9.28
450,85.210001,733369,78.389999,1.78,14.63,13.33,19.889999,20.11,14.33,801.200012,9.56
451,94.630003,733370,77.379997,1.69,15.94,13.78,20.860001,22,14.1,853.400024,10.12
452,89.920002,733371,79.860001,1.72,15.44,13.04,19.73,21.3,14.07,852.900024,9.93
453,94.699998,733373,77.889999,2.47,16.370001,13.79,20.23,22.33,13.52,886.890015,10.76
454,91.3,733376,75.589996,3,16.360001,13.46,19.879999,22.200001,13.42,888.609985,11.82
455,90.029998,733377,76.160004,2.7,16.139999,12.92,18.99,22.39,13.15,817.940002,10.81
456,89.399997,733378,77.540001,2.78,17.07,12.74,18.65,22.62,13.73,843.599976,11.12
457,94.429998,733379,75.669998,2.82,17.83,13.36,19.4,22.99,13.46,869.75,11.38
458,90.349998,733380,78.589996,2.7,17.379999,12.71,18.91,23.05,13.98,844.429993,10.96
459,97.279997,733383,79.019997,3.2,18.42,13.56,20.35,25,14.67,882.710022,12.17
460,98.040001,733384,79.220001,3.28,18.280001,13.64,20.620001,25.190001,15.05,906.47998,11.9
461,97.869997,733385,80.330002,3.38,18.030001,14.26,20.82,28.29,15.28,892.169983,12.67
462,97.349998,733386,78.040001,3.12,17.4,14.24,20.110001,27.85,14.97,898.349976,13.16
463,92.800001,733387,81.32,2.19,16.6,13.7,19.15,28.340001,15.5,871.789978,12.31
464,95.990001,733390,80.410004,3.18,16.950001,14.75,19.34,27.5,15.69,881.070007,13.1
465,93.980001,733391,82.57,3.25,17.129999,14.72,19.209999,29,16.139999,871.530029,12.88
466,91.030001,733392,80.559998,3.13,17.620001,15.41,19.809999,28.539999,16.58,908.159973,13
467,89.310001,733393,76.800003,3.14,17.540001,15.06,19.860001,28.6,16.16,905.97998,13.13
468,89.940002,733394,75.209999,3.2,16.16,14.42,19.42,28.780001,15.53,886.960022,12.92
469,90.019998,733397,75.5,2.9,16.559999,14.48,19.24,28.27,15.43,887.200012,13.03
470,86.869999,733398,74.620003,2.48,16.27,14.44,19.280001,27.950001,15.01,874.309998,12.47
471,86.140002,733399,76.040001,2.21,16.1,14.06,19.26,27.080001,15.05,863.869995,12.41
472,86.64,733401,78.279999,2.23,16.049999,14.21,19.200001,27.13,15.28,869.51001,12.3
473,86.519998,733404,78.019997,2.41,15.95,14.24,19.15,28.74,15.32,872.369995,12.46
474,87.419998,733405,78.419998,2.34,15.8,14.32,19.01,28.27,15.45,870.580017,11.91
475,85.969998,733406,80.059998,2.29,15.82,14.71,19.309999,28.760001,15.57,890.590027,11.95
476,85.880003,733408,81.269997,2.3,16.51,14.69,19.530001,29.520001,15.92,902.98999,12.17
477,93.170003,733411,82.139999,2.42,17.17,15.07,20.200001,30.289999,16.030001,929.169983,12.72
478,95.95,733412,79.25,2.64,16.860001,15.09,20.75,32.140001,15.82,931.169983,12.96
479,91.809999,733413,77.910004,2.72,16.67,14.79,20.190001,33.010001,15.32,927.450012,12.71
480,90.43,733414,78.879997,2.62,16.049999,14.45,19.629999,32.329999,15.43,905.72998,12.37
481,93.209997,733415,76.540001,2.63,16.209999,14.59,20.17,33.39,15.25,909.909973,13.42
482,90.460001,733418,76.459999,2.69,15.97,14.16,19.709999,32.21,14.42,890.400024,13.09
483,88.239997,733419,77.040001,2.6,15.65,13.59,19.52,31.029999,13.68,869.789978,12.09
484,86.239998,733420,74.699997,2.41,14.59,13.46,19.530001,30.540001,13.69,867.280029,12.26
485,80.570002,733421,77.620003,2.27,14.08,13.01,19.07,29.279999,14.27,841.98999,12.32
486,84.3,733422,77.080002,2.34,14.2,13.88,19.629999,31.93,13.67,844.450012,11.87
487,81.929999,733426,76.25,2.22,13.95,13.56,19.459999,30.999999,13.19,849.640015,11.72
488,79.390001,733427,77.690002,2.18,11.88,13.01,18.870001,30.279999,12.01,806.77002,11.17
489,88.039999,733428,76.400002,2.04,12.39,12.83,18.049999,29.849999,11.8,839.73999,11.35
490,86.819998,733429,78.68,1.9,12.69,12.85,16.969999,30.32,12.29,822.159973,10.9
491,88.859998,733432,78.269997,1.99,12.48,13.08,17.290001,30.400002,12.55,832.5,11.26
492,90.190001,733433,79.370003,2.02,12.73,13.51,17.780001,33.039999,13.15,837.299988,11.2
493,92.119999,733434,77.580002,2.04,13.31,14.13,17.799999,34.99,12.58,845.72998,12.23
494,93.090001,733435,78.25,2.03,13.33,13.85,17.780001,35.399999,12.4,868.890015,12.02
495,92.600003,733436,76.059998,1.99,12.72,13.45,17.74,35.949998,12.13,845.690002,11.86
496,89.100003,733439,76.849998,1.86,12.03,12.82,17.030001,35.559999,12.1,823.090027,11.5
497,91.920001,733440,78.550003,1.92,11.88,13.67,17.85,36.89,12.48,825.690002,12.3
498,93.219997,733441,77.57,1.98,11.56,13.78,18.540001,36.999999,12.59,837.77002,12.67
499,92.77,733442,78.809998,1.94,11.09,13.65,18.51,35.6,13.03,831.75,12.93
500,97.019998,733443,80.389999,1.94,10.9,14.44,19.16,36.820002,13.4,846.090027,13.41
501,99.999999,733446,79.279999,1.96,11.34,14.64,19.639999,36.839999,12.85,868.23999,13.59
502,101.330003,733447,76.610001,1.91,12.54,14.78,19.25,36.61,12.61,866.869995,13.54
503,96.370003,733448,73.57,1.85,11.95,14.26,18.940001,36.01,12.15,827.409973,12.87
504,95.829997,733449,74.989998,1.83,11.75,13.81,18.969999,36.699999,12.34,829.909973,12.5
505,98.990003,733450,72.720001,1.82,11.55,13.91,19.27,37.999999,11.35,833.950012,12.67
506,96.870001,733454,71.510002,1.7,11.2,13.56,18.49,38.009999,11.38,818.609985,12.31
507,95.049999,733455,71.870003,1.78,11.07,13.32,18.219999,37.390001,11.04,791.059998,12.12
508,93.370001,733456,70.940002,1.69,10.94,13.33,18.299999,36.660001,10.27,787.909973,12.35
509,89.399997,733457,72.25,1.6,9.71,12.53,17.77,36.630001,10.46,775.869995,11.9
510,91.650002,733460,69.720001,1.65,9.58,12.9,18.02,36.859999,9.92,773.25,12.2
511,87.449999,733461,71.400002,1.8,8.95,12.17,17.030001,35.620001,9.96,744.690002,12.57
512,89.860001,733462,71.769997,2.1,9.09,12.72,17.01,36.59,9.83,770.640015,12.45
513,92.000003,733463,69.790001,2.08,9.28,13.32,17.049999,35.510002,9.34,765.76001,12.88
514,87.930003,733464,67,1.93,8.6,12.5,16.290001,35.780001,9.11,749.929993,12.66
515,88.120001,733467,65.839996,1.91,8.29,12.51,15.96,35.399999,9.32,729.570007,12.85
516,88.929999,733468,65.559998,1.91,7.84,12.48,16.030001,34.29,9.49,704.440002,12.79
517,90.180001,733469,64.18,1.9,7.24,12.7,16.120001,37.080001,9.2,698.599976,12.72
518,90.460001,733470,62.98,1.75,6.75,12.56,15.86,36.719999,9.01,708.27002,12.77
519,88.339999,733471,62.880001,1.83,7,12.43,15.35,38.48,8.49,684.039978,12.6
520,84.179997,733474,65.589996,1.78,6.95,12.33,15.2,38.21,9.31,680.76001,12.85
521,84.87,733475,67.379997,1.85,8.01,12.8,15.37,39.21,10.55,679.280029,12.81
522,89.809999,733476,66.010002,1.91,9.23,14.05,16.629999,38.589999,10.68,719.590027,13.31
523,92.899997,733477,67.389999,1.98,8.73,14.24,17.01,36.810001,10.84,720.890015,13.35
524,96.300001,733478,67.040001,2.19,9.9,14.57,16.98,39.929999,11.4,751.969971,13.58
525,96.53,733481,66.809998,2.28,9.97,14.79,16.82,39.68,11.14,758.840027,13.66
526,95.239997,733482,68.510002,2.17,9.85,14.32,16.32,38.749999,11.32,753.880005,13.35
527,99.909997,733483,70.400002,2.28,9.93,14.9,17.030001,40.7,12.14,776.01001,13.81
528,101.850001,733484,68.639999,2.77,11.2,15.39,17.370001,42.45,11.36,797.919983,13.68
529,102.09,733485,66.989998,2.7,10.05,15.19,17.32,41.809999,11.29,784.580017,13.63
530,102.710001,733488,69.599998,2.88,10.28,15.02,17.370001,41.649999,11.79,772.309998,13.79
531,106.359998,733489,69.699997,2.83,10.22,15.26,18.040001,43.02,11.94,820.599976,13.98
532,107.579999,733490,70.68,2.9,10.74,15.08,17.98,43.230001,11.84,806.809998,13.69
533,107.829998,733491,70.050003,2.9,10.85,15.23,18.17,41.71,11.75,814.059998,13.55
534,108.23,733492,68.540001,2.96,10.77,15.49,18.540001,41.239999,11.24,828.679993,13.17
535,104.510002,733495,69.040001,2.73,10.33,15.09,17.74,39.51,11.49,809.070007,12.93
536,105.449997,733496,67.040001,2.84,10.33,14.91,17.83,42.210001,11.48,790.880005,12.76
537,104.089999,733497,70.730003,2.56,9.91,14.77,18.23,42.780001,12.78,793.590027,12.7
538,110.139997,733498,69.760002,2.89,10.75,15.38,19.5,43.77,13.01,814.530029,13.04
